solution,APFD,APFDC,APSD,APOD,APOTD,APSBD,WFC,average
90,0.8457446808510638,0.745803179477784,0.9660904255319148,0.9711879432624113,0.9719535783365569,0.9719535783365569,0.3404255319148936,0.97029638136686
91,0.8563829787234042,0.7501391871759738,0.9660904255319148,0.9711879432624113,0.9719535783365569,0.9719535783365569,0.30851063829787234,0.97029638136686
92,0.8776595744680851,0.7854608614224041,0.9660904255319148,0.9711879432624113,0.9719535783365569,0.9719535783365569,0.22340425531914893,0.97029638136686
93,0.8599290780141844,0.7670996252205547,0.9660904255319148,0.9711879432624113,0.9719535783365569,0.9719535783365569,0.26595744680851063,0.97029638136686
94,0.8829787234042552,0.7853463531101912,0.9660904255319148,0.9711879432624113,0.9719535783365569,0.9719535783365569,0.2765957446808511,0.97029638136686
95,0.8705673758865248,0.7738085601971207,0.9660904255319148,0.9711879432624113,0.9719535783365569,0.9719535783365569,0.2872340425531915,0.97029638136686
96,0.8953900709219857,0.7974041793635583,0.9660904255319148,0.9711879432624113,0.9719535783365569,0.9719535783365569,0.2127659574468085,0.97029638136686
97,0.826241134751773,0.7228037305717564,0.9660904255319148,0.9711879432624113,0.9719535783365569,0.9719535783365569,0.4574468085106383,0.97029638136686
98,0.852836879432624,0.7488279761215231,0.9660904255319148,0.9711879432624113,0.9719535783365569,0.9719535783365569,0.40425531914893614,0.97029638136686
99,0.8617021276595744,0.7616423650542765,0.9660904255319148,0.9711879432624113,0.9719535783365569,0.9719535783365569,0.30851063829787234,0.97029638136686
segment_based_NSGA2,0.801418439716312,0.6821477057865837,0.9660904255319148,0.9711879432624113,0.9719535783365569,0.9719535783365569,0.4574468085106383,0.97029638136686
segment_based_AGEMOEA,0.9166666666666666,0.8324539418082895,0.9660904255319148,0.9711879432624113,0.9719535783365569,0.9719535783365569,0.1702127659574468,0.97029638136686
segment_based_AGEMOEA2,0.8581560283687942,0.7554800810468426,0.9660904255319148,0.9711879432624113,0.9719535783365569,0.9719535783365569,0.2765957446808511,0.97029638136686
best,0.9680851063829786,0.9200728345569364,0.6941489361702127,0.674645390070922,0.7219535783365569,0.7219535783365569,0.05319148936170213,0.7031753707285621
worst,0.150709219858156,0.27107502261488675,0.4288563829787233,0.5062056737588652,0.43665377176015463,0.43665377176015463,0.9787234042553191,0.45209240006447443
terminator,0.7836879432624113,0.7855698361759669,0.8045212765957446,0.8581560283687942,0.8331721470019342,0.8331721470019342,0.32978723404255317,0.8322553997421018
random,0.8014938886373927,0.8071607662396953,0.6238470461747395,0.6285319526180775,0.6249279805753323,0.6249279805753323,0.5037347215934815,0.6255587399858704
fast,0.624822695035461,0.8150466547658803,0.5916888297872339,0.5799202127659573,0.58747582205029,0.58747582205029,0.5468085106382979,0.5866401716634428
ga,0.875354609929078,0.7477649593093603,0.9647606382978722,0.9742907801418441,0.9714700193423595,0.9714700193423595,0.2840425531914894,0.9704978642811088
ga_s,0.8421146953405018,0.7533840420836142,0.9581989247311828,0.9586917562724014,0.9630498533724342,0.9630498533724342,0.4526881720430108,0.9607475969371132
gt,0.8175531914893617,0.6630637908641189,0.8222074468085105,0.8792553191489361,0.8677949709864603,0.8677949709864603,0.5861702127659574,0.8592631769825918
artf,0.8205673758865248,0.8027651838829813,0.6810505319148936,0.7079343971631206,0.7026112185686653,0.7026112185686653,0.4457446808510638,0.6985518415538363
